,Repository Information,,,Author Information,,,,,,,,,,,Literary Text Information,,,,Information about the Fiction,,,,,,
Hansjakob_Heinrich_Afra.txt,313,736,gutenberg,Heinrich,Hansjakob,Heinrich Hansjakob,Hans am See,Heinrich Hansjakob,Deutschland ,1837,1916,male,"geb. und gest. in Haslach; katholischer Geistlicher, badischer Heimatschriftsteller, Historiker und Politiker; Neben wissenschaftlichen Werken, politischen Schriften und Reiseberichten verfasste er Erzählungen und Romane, die sich hauptsächlich mit der Lokalgeschichte des Mittleren Schwarzwalds und der Mentalität der Menschen in dieser Gegend befassen",118545809,Afra,Hansjakob_Heinrich_Afra.txt,1897,Erzählung,ja,letzten Februartag des Jahres 1894,ja,Kinzigtal im mittleren Schwarzwald,Deutschland,20538,17636
Hansjakob_Heinrich_Aus_dem_Leben_eines_Gluecklichen.txt,314,737,gutenberg,Heinrich,Hansjakob,Heinrich Hansjakob,Hans am See,Heinrich Hansjakob,Deutschland ,1837,1916,male,"geb. und gest. in Haslach; katholischer Geistlicher, badischer Heimatschriftsteller, Historiker und Politiker; Neben wissenschaftlichen Werken, politischen Schriften und Reiseberichten verfasste er Erzählungen und Romane, die sich hauptsächlich mit der Lokalgeschichte des Mittleren Schwarzwalds und der Mentalität der Menschen in dieser Gegend befassen",118545809,Aus dem Leben eines Glücklichen,Hansjakob_Heinrich_Aus_dem_Leben_eines_Gluecklichen.txt,1901,Erzählung,ja,Das Klima tötete sie,ja,Dreisamtal im Schwarzwald,Deutschland,8198,7087
Hansjakob_Heinrich_Aus_dem_Leben_eines_Ungluecklichen.txt,315,738,gutenberg,Heinrich,Hansjakob,Heinrich Hansjakob,Hans am See,Heinrich Hansjakob,Deutschland ,1837,1916,male,"geb. und gest. in Haslach; katholischer Geistlicher, badischer Heimatschriftsteller, Historiker und Politiker; Neben wissenschaftlichen Werken, politischen Schriften und Reiseberichten verfasste er Erzählungen und Romane, die sich hauptsächlich mit der Lokalgeschichte des Mittleren Schwarzwalds und der Mentalität der Menschen in dieser Gegend befassen",118545809,Aus dem Leben eines Unglücklichen,Hansjakob_Heinrich_Aus_dem_Leben_eines_Ungluecklichen.txt,1900,Erzählung,ja,Jahres 1898,ja,Freiburg,Deutschland,10363,9076
Hansjakob_Heinrich_Aus_dem_Leben_eines_Vielgeprueften.txt,316,739,gutenberg,Heinrich,Hansjakob,Heinrich Hansjakob,Hans am See,Heinrich Hansjakob,Deutschland ,1837,1916,male,"geb. und gest. in Haslach; katholischer Geistlicher, badischer Heimatschriftsteller, Historiker und Politiker; Neben wissenschaftlichen Werken, politischen Schriften und Reiseberichten verfasste er Erzählungen und Romane, die sich hauptsächlich mit der Lokalgeschichte des Mittleren Schwarzwalds und der Mentalität der Menschen in dieser Gegend befassen",118545809,Aus dem Leben eines Vielgeprüften,Hansjakob_Heinrich_Aus_dem_Leben_eines_Vielgeprueften.txt,1903,Erzählung,ja,"Philosophen Schelling, Bahnhöfen",ja,Freiburg,Deutschland,11714,10349
Hansjakob_Heinrich_Der_Fuerst_vom_Teufelstein.txt,317,740,gutenberg,Heinrich,Hansjakob,Heinrich Hansjakob,Hans am See,Heinrich Hansjakob,Deutschland ,1837,1916,male,"geb. und gest. in Haslach; katholischer Geistlicher, badischer Heimatschriftsteller, Historiker und Politiker; Neben wissenschaftlichen Werken, politischen Schriften und Reiseberichten verfasste er Erzählungen und Romane, die sich hauptsächlich mit der Lokalgeschichte des Mittleren Schwarzwalds und der Mentalität der Menschen in dieser Gegend befassen",118545809,Der Fürst vom Teufelstein,Hansjakob_Heinrich_Der_Fuerst_vom_Teufelstein.txt,1897,Erzählung,ja,Als ich im Jahre 1890 an einem schönen Maientag; achtziger Jahren des vorigen Jahrhunderts;,ja,Kinzigtal im mittleren Schwarzwald,Deutschland,32536,28471
Hansjakob_Heinrich_Erinnerungen_einer_alten_Schwarzwaelderin.txt,318,742,gutenberg,Heinrich,Hansjakob,Heinrich Hansjakob,Hans am See,Heinrich Hansjakob,Deutschland ,1837,1916,male,"geb. und gest. in Haslach; katholischer Geistlicher, badischer Heimatschriftsteller, Historiker und Politiker; Neben wissenschaftlichen Werken, politischen Schriften und Reiseberichten verfasste er Erzählungen und Romane, die sich hauptsächlich mit der Lokalgeschichte des Mittleren Schwarzwalds und der Mentalität der Menschen in dieser Gegend befassen",118545809,Erinnerungen einer alten Schwarzwälderin,Hansjakob_Heinrich_Erinnerungen_einer_alten_Schwarzwaelderin.txt,1898,Erzählung,ja,"zahllosen Fabriken, denn von 1795 bis 1816, wo er starb, lagen schwere Kriegsjahre",ja,Erinnerungen einer alten Schwarzwälderin,Deutschland,54608,47563
Hansjakob_Heinrich_Erzbauern_Der_Benedikt_auf_dem_Buehl.txt,319,743,gutenberg,Heinrich,Hansjakob,Heinrich Hansjakob,Hans am See,Heinrich Hansjakob,Deutschland ,1837,1916,male,"geb. und gest. in Haslach; katholischer Geistlicher, badischer Heimatschriftsteller, Historiker und Politiker; Neben wissenschaftlichen Werken, politischen Schriften und Reiseberichten verfasste er Erzählungen und Romane, die sich hauptsächlich mit der Lokalgeschichte des Mittleren Schwarzwalds und der Mentalität der Menschen in dieser Gegend befassen",118545809,Der Benedikt auf dem Bühl,Hansjakob_Heinrich_Erzbauern_Der_Benedikt_auf_dem_Buehl.txt,1899,Erzählung,ja,Der Mai 1897,ja,"im Kinzigtal, durch das Wildschapbachtal dem Hirschbach",Deutschland,14197,12501
Hansjakob_Heinrich_Erzbauern_Der_Bur_und_der_Buerle.txt,320,744,gutenberg,Heinrich,Hansjakob,Heinrich Hansjakob,Hans am See,Heinrich Hansjakob,Deutschland ,1837,1916,male,"geb. und gest. in Haslach; katholischer Geistlicher, badischer Heimatschriftsteller, Historiker und Politiker; Neben wissenschaftlichen Werken, politischen Schriften und Reiseberichten verfasste er Erzählungen und Romane, die sich hauptsächlich mit der Lokalgeschichte des Mittleren Schwarzwalds und der Mentalität der Menschen in dieser Gegend befassen",118545809,Der Bur und der Bürle,Hansjakob_Heinrich_Erzbauern_Der_Bur_und_der_Buerle.txt,1899,Erzählung,ja,zu Anfang des 19. Jahrhunderts,ja,"Nördlich von Kaltbrunn,im Holdersbach, Kinzigtäler Buren",Deutschland,19569,17249
Hansjakob_Heinrich_Erzbauern_Der_Vogtsbur.txt,321,745,gutenberg,Heinrich,Hansjakob,Heinrich Hansjakob,Hans am See,Heinrich Hansjakob,Deutschland ,1837,1916,male,"geb. und gest. in Haslach; katholischer Geistlicher, badischer Heimatschriftsteller, Historiker und Politiker; Neben wissenschaftlichen Werken, politischen Schriften und Reiseberichten verfasste er Erzählungen und Romane, die sich hauptsächlich mit der Lokalgeschichte des Mittleren Schwarzwalds und der Mentalität der Menschen in dieser Gegend befassen",118545809,Der Vogtsbur,Hansjakob_Heinrich_Erzbauern_Der_Vogtsbur.txt,1899,Erzählung,ja,Am 29. April des Jahres 1842,ja,"Vaterstadt Hasle, Württemberg, preußisch",Deutschland,35013,30627
Hansjakob_Heinrich_Erzbauern_Die_Buren_am_Wildsee.txt,322,746,gutenberg,Heinrich,Hansjakob,Heinrich Hansjakob,Hans am See,Heinrich Hansjakob,Deutschland ,1837,1916,male,"geb. und gest. in Haslach; katholischer Geistlicher, badischer Heimatschriftsteller, Historiker und Politiker; Neben wissenschaftlichen Werken, politischen Schriften und Reiseberichten verfasste er Erzählungen und Romane, die sich hauptsächlich mit der Lokalgeschichte des Mittleren Schwarzwalds und der Mentalität der Menschen in dieser Gegend befassen",118545809,Die Buren am Wildsee,Hansjakob_Heinrich_Erzbauern_Die_Buren_am_Wildsee.txt,1899,Erzählung,ja,Anno 1849,ja,"Ganz oben im Schapbacher Tal, im Zinken Seebach, Konstanz, Offenburg",Deutschland,16683,14610
Hansjakob_Heinrich_Theodor.txt,323,747,gutenberg,Heinrich,Hansjakob,Heinrich Hansjakob,Hans am See,Heinrich Hansjakob,Deutschland ,1837,1916,male,"geb. und gest. in Haslach; katholischer Geistlicher, badischer Heimatschriftsteller, Historiker und Politiker; Neben wissenschaftlichen Werken, politischen Schriften und Reiseberichten verfasste er Erzählungen und Romane, die sich hauptsächlich mit der Lokalgeschichte des Mittleren Schwarzwalds und der Mentalität der Menschen in dieser Gegend befassen",118545809,"Theodor, der Seifensieder",Hansjakob_Heinrich_Theodor.txt,1897,Erzählung,ja,Jahr 1833,ja,Nähe der Stadt Kassel,Deutschland,27313,23821
Hart_Hans_Das_Haus_der_Titanen.txt,324,749,gutenberg,Hans Karl,von Molo,Hans Karl Reichsritter von Molo,Hans Hart,Hans Hart,Österreich,1878,1940,male,österreichische Bibliothekar und Schriftsteller,117122440,Das Haus der Titanen,Hart_Hans_Das_Haus_der_Titanen.txt,1919,Roman,ja,Eisenbahn,ja,"Konstanz, Marburg",Deutschland,99482,86343
Hart_Hans_Wunderkinder.txt,325,750,gutenberg,Hans Karl,von Molo,Hans Karl Reichsritter von Molo,Hans Hart,Hans Hart,Österreich,1878,1940,male,österreichische Bibliothekar und Schriftsteller,117122440,Wunderkinder,Hart_Hans_Wunderkinder.txt,1915,Roman,ja,"Beethoven, Operette",ja,"Baden-Baden, Bremen",Deutschland,114165,99570
Hart_Heinrich_Zwei_Skizzenblaetter_Vincenz.txt,326,751,gutenberg,Heinrich,Hart,Heinrich Hart,-,Heinrich Hart,Deutschland ,1855,1906,male,"geb. in Wesel, gest. in Tecklenburg; deutscher Autor und naturalistischer Literatur- und Theaterkritiker",118863371,Vincenz,Hart_Heinrich_Zwei_Skizzenblaetter_Vincenz.txt,1891,NA,ja,"Eine Eisenbahn, ein Schiff",ja,"Witthof, Zürich, Worms",Deutschland ,15470,13068
Hartleben_Otto_Erich_Die_Geschichte_vom_abgerissenen_Knopfe.txt,327,753,textgrid,Otto Erich,Hartleben,Otto Erich Hartleben,Otto Erich,Otto Erich Hartleben,Deutschland ,1864,1905,male,"geb. in Clausthal, gest. in Salò am Gardasee; deutscher Schriftsteller, Dramatiker, Naturalismus",118546198,Die Geschichte vom abgerissenen Knopfe,Hartleben_Otto_Erich_Die_Geschichte_vom_abgerissenen_Knopfe.txt,1893,Erzählung,ja,Stettiner Bahnhof,ja,"in der Provinz, im Westen, Holstein",Deutschland,10289,8902
Hartleben_Otto_Erich_Die_Serenyi_Der_Einhorn-Apotheker.txt,328,755,gutenberg,Otto Erich,Hartleben,Otto Erich Hartleben,Otto Erich,Otto Erich Hartleben,Deutschland ,1864,1905,male,"geb. in Clausthal, gest. in Salò am Gardasee; deutscher Schriftsteller, Dramatiker, Naturalismus",118546198,Der Einhorn-Apotheker,Hartleben_Otto_Erich_Die_Serenyi_Der_Einhorn-Apotheker.txt,1887,Tagebuch,ja,Bahnhofe ,ja,"in Stolberg, nach Rottleberode, aus Bremen",Deutschland ,8541,7370
Hartleben_Otto_Erich_Die_Serenyi_Der_roemische_Maler.txt,329,756,gutenberg,Otto Erich,Hartleben,Otto Erich Hartleben,Otto Erich,Otto Erich Hartleben,Deutschland ,1864,1905,male,"geb. in Clausthal, gest. in Salò am Gardasee; deutscher Schriftsteller, Dramatiker, Naturalismus",118546198,Der römische Maler,Hartleben_Otto_Erich_Die_Serenyi_Der_roemische_Maler.txt,1887,Tagebuch,ja,Bahnhof,ja,"nach Rom, Deutschland, preußisch, D-Zug, Rosentahl",Deutschland,6991,6081
Hartleben_Otto_Erich_Die_Serenyi_Die_Serenyi.txt,330,757,gutenberg,Otto Erich,Hartleben,Otto Erich Hartleben,Otto Erich,Otto Erich Hartleben,Deutschland ,1864,1905,male,"geb. in Clausthal, gest. in Salò am Gardasee; deutscher Schriftsteller, Dramatiker, Naturalismus",118546198,Die Serényi,Hartleben_Otto_Erich_Die_Serenyi_Die_Serenyi.txt,1887,Tagebuch,ja,1. August 1886.,ja, bis nach Charlottenburg,Deutschland,8824,7470
Hartleben_Otto_Erich_Die_Serenyi_Wie_der_Kleine_zum_Teufel_wurde.txt,331,758,gutenberg,Otto Erich,Hartleben,Otto Erich Hartleben,Otto Erich,Otto Erich Hartleben,Deutschland ,1864,1905,male,"geb. in Clausthal, gest. in Salò am Gardasee; deutscher Schriftsteller, Dramatiker, Naturalismus",118546198,Wie der Kleine zum Teufel wurde,Hartleben_Otto_Erich_Die_Serenyi_Wie_der_Kleine_zum_Teufel_wurde.txt,1887,Tagebuch,ja,telegraphierte ,ja,"Tieckstraße 30/31, Primaner, Rheinwein, Verein",Deutschland,5937,5067
Hartleben_Otto_Erich_Vom_Gastfreien_Pastor.txt,332,759,textgrid,Otto Erich,Hartleben,Otto Erich Hartleben,Otto Erich,Otto Erich Hartleben,Deutschland ,1864,1905,male,"geb. in Clausthal, gest. in Salò am Gardasee; deutscher Schriftsteller, Dramatiker, Naturalismus",118546198,Vom Gastfreien Pastor,Hartleben_Otto_Erich_Vom_Gastfreien_Pastor.txt,1893,Erzählung,ja,mit der Bahn fahren,ja,nach Magdeburg,Deutschland,5873,5104
Hartmann_Moritz_Warten.txt,333,0,gartenlaube,Moritz,Hartmann,Moritz Hartmann,-,Moritz Hartmann,Österreich,1821,1872,male,"geb. in Duschnik, Böhmen, gest. in Oberdöbling; österreichischer Journalist, Schriftsteller und Politiker; Gedichte, Romane, Satiren sowie Novellen; Chronist der Wiener Revolution von 1848",118773348,Warten,Hartmann_Moritz_Warten.txt,1859,Erzählung,ja,"Der Napoleon freilich, der ist entwischt",ja,Wir kamen wieder nach Westphalen,Deutschland,4772,4076
Hauptmann_Carl_Drei_Frauen.txt,334,760,gutenberg,Carl Ferdinand Max,Hauptmann,Carl Ferdinand Max Hauptmann,Ferdinand Klar ,Carl Hauptmann,Deutschland,1858,1921,male,"geb. in Ober Salzbrunn, Provinz Schlesien, gest. in  Schreiberhau im Riesengebirge, Niederschlesien; deutscher Dramatiker und Schriftsteller; war wie sein Bruder Gerhart Hauptmann ein Autor der literarischen Strömung des Naturalismus",118546910,Drei Frauen,Hauptmann_Carl_Drei_Frauen.txt,1920,Erzählung,ja,Boot- und Dampferspuren,ja,Schweizerlande,Schweiz,4457,3762
Hauptmann_Carl_Einhart_der_Laechler.txt,335,761,textgrid,Carl Ferdinand Max,Hauptmann,Carl Ferdinand Max Hauptmann,Ferdinand Klar ,Carl Hauptmann,Deutschland,1858,1921,male,"geb. in Ober Salzbrunn, Provinz Schlesien, gest. in  Schreiberhau im Riesengebirge, Niederschlesien; deutscher Dramatiker und Schriftsteller; war wie sein Bruder Gerhart Hauptmann ein Autor der literarischen Strömung des Naturalismus",118546910,Einhart der Lächler,Hauptmann_Carl_Einhart_der_Laechler.txt,1907,Roman,ja,"einige Stunden Bahnfahrt, Zylinder, Tramwaywagen und dieselben Karren und Omnibusse",ja,Realschule der Stadt; Mosesbrunnen in Bern?,Schweiz,103023,89322
Hauptmann_Carl_Naechte_Claus_Tinnappel.txt,336,764,gutenberg,Carl Ferdinand Max,Hauptmann,Carl Ferdinand Max Hauptmann,Ferdinand Klar ,Carl Hauptmann,Deutschland,1858,1921,male,"geb. in Ober Salzbrunn, Provinz Schlesien, gest. in  Schreiberhau im Riesengebirge, Niederschlesien; deutscher Dramatiker und Schriftsteller; war wie sein Bruder Gerhart Hauptmann ein Autor der literarischen Strömung des Naturalismus",118546910,Claus Tinnappel,Hauptmann_Carl_Naechte_Claus_Tinnappel.txt,1912,Novelle,ja,"Planwagen, Champagner, Maschine",ja,"Oben im Gebirge am Hochmoor, dessen Schnurrbart straff stand wie bei einem französischen Grenadier, und;  wohlgetan, wie die Tochter sich mit ihren sechzehn Jahren gleich einen älteren Mann, einen Gymnasialprofessor erkoren, den sie mit ihren lustigen, dunklen Augen völlig betört hatte.",Deutschland,8470,7344
Hauptmann_Gerhart_Bahnwaerter_Thiel.txt,337,0,gutenberg,Gerhart Johann Robert,Hauptmann,Gerhart Johann Robert Hauptmann,-,Gerhart Hauptmann,Deutschland,1862,1946,male,"geb. in Ober Salzbrunn/Schlesien, gest. in Agnetendorf/Schlesien; deutscher Dramatiker und Schriftsteller; gilt als der bedeutendste deutsche Vertreter des Naturalismus",118546937,Bahnwärter Thiel,Hauptmann_Gerhart_Bahnwaerter_Thiel.txt,1892,Novelle,ja,Eisenbahn,ja,Neu-Zittau in Brandenburg,Deutschland,12242,10597
Hausrath_Adolf_Elfriede.txt,338,767,gutenberg,Adolf,Hausrath,Adolf Hausrath,George Taylor ,Adolf Hausrath,Deutschland,1837,1909,male,"geb. in Karlsruhe, gest. in Heidelberg; protestantischer Theologe und Schriftsteller; galt neben Felix Dahn und Georg Ebers als Hauptvertreter des sogenannten Professorenromans",119059517,Elfriede,Hausrath_Adolf_Elfriede.txt,1883,Historischer Roman,ja,"seine silberne Brille, Bahnhof, Feuerzeuge",ja,"nach Brückenheim, Alpen, Hamburg, Frankenstein, Sachsen",Deutschland,98645,85599
Hawel_Rudolf_Dr_Thorns_Lebensabend.txt,339,769,gutenberg,Rudolf,Hawel,Rudolf Hawel,-,Rudolf Hawel,Österreich,1860,1923,male,"geb. und gest. in Wien;  österreichischer Schriftsteller; Gedichte, Erzählungen, Romane und Dramen; volkstümlich-realistischer Erzähler und herausragender Vertreter des Wiener Volksstücks, der in seinen Werken Humor mit Sozialkritik zu verbinden wusste",137795106,Dr. Thorns Lebensabend,Hawel_Rudolf_Dr_Thorns_Lebensabend.txt,1916,Roman,ja,Eisenbahn,ja,"Kreisstadt, Wien, Ringstraße",Österreich,115277,99903
Hawel_Rudolf_Im_Reiche_der_Homunkuliden.txt,340,770,gutenberg,Rudolf,Hawel,Rudolf Hawel,-,Rudolf Hawel,Österreich,1860,1923,male,"geb. und gest. in Wien;  österreichischer Schriftsteller; Gedichte, Erzählungen, Romane und Dramen; volkstümlich-realistischer Erzähler und herausragender Vertreter des Wiener Volksstücks, der in seinen Werken Humor mit Sozialkritik zu verbinden wusste",137795106,Im Reich der Homunkuliden,Hawel_Rudolf_Im_Reiche_der_Homunkuliden.txt,1902,Roman,ja,Bahnhof,ja,"Mannheim, Schönbrunn, Österreich",Österreich/Deutschland,103404,89468
Hedrich_Franz_Balbina.txt,341,0,gartenlaube,Franz,Hedrich,Franz Hedrich,-,Franz Hedrich,Deutschland,1823,1895,male,"geb. in Podskaly, gest. in Edinburgh; deutsch-böhmischer Schriftsteller und Ghostwriter des Autors Alfred Meißner",118911856,Balbina,Hedrich_Franz_Balbina.txt,1865,Novelle,ja,"der Kaiserin, Maschine",ja," Hochdeutsch, Landeshauptstadt, Wien, Alm",Österreich,27802,23989
Heer_Jakob_Christoph_An_heiligen_Wassern.txt,342,771,gutenberg,Jakob Christoph,Heer,Jakob Christoph Heer,-,Jakob Christoph Heer,Schweiz,1859,1925,male,"geb. in Töss, gest. in Zürich; Schweizer Schriftsteller; verfasste Heimatromane mit Bestseller-Format; Erzähler, Lyriker",118773593,An heiligen Wassern,Heer_Jakob_Christoph_An_heiligen_Wassern.txt,1898,Roman,ja,Eisenbahn,ja,"Münster, deutsch, Dörfer und Flecken, selbst eine kleine Stadt, deren Wahrzeichen zwei altersgraue Ruinen auf kahlem Felsen sind, erheben sich mit südlichen Silhouetten am Strom, der seine grauen Wellen aus dem Hochgebirge wälzt., doch wer ins Glotterthal fuhrwerkt, ist sich dessen gewöhnt., Gemeinde in Baden-Württemberg",Deutschland,113017,97687
Heer_Jakob_Christoph_Der_Koenig_der_Bernina.txt,343,772,gutenberg,Jakob Christoph,Heer,Jakob Christoph Heer,-,Jakob Christoph Heer,Schweiz,1859,1925,male,"geb. in Töss, gest. in Zürich; Schweizer Schriftsteller; verfasste Heimatromane mit Bestseller-Format; Erzähler, Lyriker",118773593,Der König der Bernina,Heer_Jakob_Christoph_Der_Koenig_der_Bernina.txt,1900,Roman,ja,obgleich mein Bruder Alfons im Dienst Napoleons steht,ja,"er schwimmt über dem dreizackigen sammetgrünen Thalstern des Engadins; Hamburg, Köln",Deutschland,89155,77656
Heer_Jakob_Christoph_Der_lange_Balthasar.txt,344,773,gutenberg,Jakob Christoph,Heer,Jakob Christoph Heer,-,Jakob Christoph Heer,Schweiz,1859,1925,male,"geb. in Töss, gest. in Zürich; Schweizer Schriftsteller; verfasste Heimatromane mit Bestseller-Format; Erzähler, Lyriker",118773593,Der lange Balthasar,Heer_Jakob_Christoph_Der_lange_Balthasar.txt,1915,Dorfroman,ja,Leihbibliothek,ja,"Osnabrück, Für Röbi, den künftigen Schweizer Rechtsgelehrten, bleibe der Schmiß eine Schande sein Leben lang.; Nur hinten im Dorf Irschen sitzt einer, der hat allerlei Mensurnarben aus Leipzig heimgebracht",Deutschland,64421,55918
Heer_Jakob_Christoph_Felix_Notvest.txt,345,775,gutenberg,Jakob Christoph,Heer,Jakob Christoph Heer,-,Jakob Christoph Heer,Schweiz,1859,1925,male,"geb. in Töss, gest. in Zürich; Schweizer Schriftsteller; verfasste Heimatromane mit Bestseller-Format; Erzähler, Lyriker",118773593,Felix Notvest,Heer_Jakob_Christoph_Felix_Notvest.txt,1901,Roman,ja,Bahnhof,ja,"Alpen, Gymnasium, Kaiser, deutsch",Deutschland,89866,78054
Heer_Jakob_Christoph_Laubgewind.txt,346,776,gutenberg,Jakob Christoph,Heer,Jakob Christoph Heer,-,Jakob Christoph Heer,Schweiz,1859,1925,male,"geb. in Töss, gest. in Zürich; Schweizer Schriftsteller; verfasste Heimatromane mit Bestseller-Format; Erzähler, Lyriker",118773593,Laubgewind,Heer_Jakob_Christoph_Laubgewind.txt,1908,Roman,ja,Bahnhof,ja,"Bodensee, Lübeck, München, Köln",Deutschland,92963,81075
